REFERENCE,POSITION,ARTIST,TITLE,LENGTH
PLP-B38-07-95,4,Sheryl Crow,Can't Cry Anymore,
PLP-B38-07-95,5,The Rembrandts,I'll Be There For You,
PLP-B38-07-95,6,Elton John,Made In England,
PLP-B38-07-95,7,Gloria Estefan,It's Too Late,
PLP-B38-07-95,8,Paula Abdul,My Love Is For Real,
PLP-B38-07-95,9,Seal,Kiss From A Rose,
PLP-B38-07-95,10,All-4-One,I Can Love You Like That,
PLP-B38-07-95,11,Jodeci,Freek'n You,
PLP-B38-07-95,12,Brandy,Best Friend,
PLP-B38-07-95,13,The Notorious B.I.G.,One More Chance,
PLP-B38-07-95,14,Shaggy,Boombastic,
15-536,1,R.E.M.,Crush With Eyeliner,
15-536,2,Hootie & the Blowfish,Only Wanna Be With You,
15-536,3,Soul Asylum,Misery,
15-536,4,Better than Ezra,Good,
15-536,5,Van Halen,Not Enough,
15-536,6,Sophie B. Hawkins,As I Lay Me Down,
15-536,7,Vanessa Williams,Colors Of The Wind,
15-536,8,Michael Jackson & Janet Jackson,Scream (With Edit),
15-536,9,Michael Jackson,Childhood,
15-536,10,Mokenstef,He's Mine,
15-536,11,Xscape,Feels So Good,
15-536,12,Real McCoy,Come And Get Your Love,
15-536,13,Chris Isaak,Somebody's Crying,
15-536,14,Garth Brooks,The River,
15-701,1,Michael Jackson,You Are Not Alone,
15-701,2,Michael Bolton,Can I Touch You...There?,
15-701,3,Take That,Back For Good,
15-701,4,Rod Stewart,This,
15-701,5,Neil Young,Downtown,
15-701,6,Shania Twain,Any Man Of Mine,
15-701,7,Selena,I Could Fall In Love,
15-701,8,Annie Lennox,A Whiter Shade Of Pale,
15-701,9,Natalie Merchant,Carnival,
15-701,10,After 7,'Til You Do Me Right,
15-701,11,Patra,Pull Up To The Bumper,
15-701,12,Laura Branigan,Dim All The Lights (Remix),
15-701,13,Alanis Morissette,You Oughta Know,
15-710,1,R.E.M.,Tongue,
15-710,2,Lisa Loeb & Nine Stories,Do You Sleep?,
15-710,3,Bush,Comedown,
15-710,4,Del Amitri,Roll To Me,
15-710,5,Foo Fighters,I'll Stick Around,
15-710,6,Bon Jovi,Something For The Pain,
15-710,7,Tim McGraw,"I Like It, I Love It",
15-710,8,Blessid Union of Souls,Let Me Be The One,
15-710,9,Paula Abdul,Crazy Cool,
15-710,10,Groove Theory,Tell Me,
15-710,11,Brandy,Brokenhearted (Soul Power Mix),
15-710,12,Janet Jackson,Runaway,
15-710,13,Jon B.,Pretty Girl,
15-710,14,Coolio feat. LV,Gangsta's Paradise,
15-724,1,Whitney Houston,Exhale (Shoop Shoop),
15-724,2,Meat Loaf & Patti Russo,I'd Lie For You (And That's The Truth),
15-724,3,Elton John,Blessed,
15-724,4,Hootie & the Blowfish,Time,
15-724,5,Edwyn Collins,A Girl Like You,
15-724,6,Tim McGraw,"I Like It, I Love It",
15-724,7,Melissa Etheridge,Your Little Secret,
15-724,8,AC/DC,Hard As A Rock,
15-724,9,Goo Goo Dolls,Name,
15-724,10,Alanis Morissette,Hand In My Pocket,
15-724,11,Madonna with Massive Attack,I Want You,
15-724,12,Selena,Dreaming Of You,
15-724,13,Salt'n'Pepa,Ain't Nuthin' But A She Thing,
15-737,1,The Beatles,Free As A Bird,
15-737,2,Mariah Carey & Boyz II Men,One Sweet Day,
15-737,3,Tina Turner,Goldeneye,
15-737,4,Michael Jackson,Earth Song,
15-737,5,Madonna,You'll See,
15-737,6,Everything But The Girl,Missing,
15-737,7,The Smashing Pumpkins,Bullet With Butterfly Wings,
15-737,8,Deep Blue Something,Breakfast At Tiffany's,
15-737,9,Monica,Before You Walk Out Of My Life,
15-737,10,LL Cool J with Boyz II Men,Hey Lover,
15-737,11,Deborah Cox,Sentimental,
15-737,12,Jodeci,Love U 4 Life,
15-737,13,Xscape,Who Can I Run To,
15-757,1,Janet Jackson,Twenty Foreplay,
15-757,2,George Michael,Jesus To A Child,
15-757,3,Don Henley,The Garden Of Allah,
15-757,4,The Rolling Stones,Like A Rolling Stone,
15-757,5,Bonnie Raitt Feat. Bryan Adams,Rock Steady (Live),
15-757,6,Def Leppard,When Love And Hate Collide,
15-757,7,Bon Jovi,Lie To Me,
15-757,8,Collective Soul,The World I Know,
15-757,9,Joan Osborne,One Of Us,
15-757,10,The Artist formerly known as Prince,Gold,
15-757,11,3T,Anything,
15-802,1,Brandy,Sittin' Up In My Room,
15-802,2,Mary J. Blige,Not Gon' Cry,
15-802,3,The Tony Rich Project,Nobody Knows,
15-802,4,Rod Stewart,So Far Away,
15-802,5,Meat Loaf,Not A Dry Eye In The House,
15-802,6,ZZ Top,She's Just Killing Me,
15-802,7,Melissa Etheridge,I Want To Come Over,
15-802,8,Green Day,Brain Stew / Jaded,
15-802,9,Bush,Glycerine,
15-802,10,Oasis,Wonderwall (Version 2),
15-802,11,Folk Implosion,Natural One,
15-802,12,La Bouche,Be My Lover,
15-802,13,Total featuring Da Brat,No One Else,
15-802,14,Kris Kross,Tonites The Night,
15-864,1,The Beatles,Real Love,
15-864,2,Gin Blossoms,Follow You Down,
15-864,3,The Smashing Pumpkins,1979,
15-864,4,No Doubt,Just A Girl,
15-864,5,Natalie Merchant,Wonder,
15-864,6,Seven Mary Three,Cumbersome,
15-864,7,Joan Osborne,Right Hand Man,
15-864,8,Alanis Morissette,Ironic,
15-864,9,Sting,Let Your Soul Be Your Pilot,
15-864,10,Whitney Houston & CeCe Winans,Count On Me,
15-864,11,Ace of Base,Lucky Love,
15-864,12,Deborah Cox,Who Do U Love,
15-864,13,Tori Amos,Caught A Lite Sneeze,
15-864,14,Shawn Stockman,Visions Of A Sunset,
15-907,1,Madonna,Love Don't Live Here Anymore,
15-907,2,Mariah Carey,Always Be My Baby (Remix),
15-907,3,Céline Dion,Because You Loved Me,
15-907,4,elena,A Boy Like That,
15-907,5,Lionel Richie,Don't Wanna Lose You,
15-907,6,Randy Newman & Lyle Lovett,You've Got A Friend In Me,
15-907,7,Bodeans,Closer To Face,
15-907,8,Garth Brooks,The Change,
15-907,9,Jann Arden,Insensitive,
15-907,10,The Presidents of the United States of America,Peaches,
15-907,11,Chantay Savage,I Will Survive,
15-907,12,R. Kelly,Down Low (Live To Regret It Mix),
15-907,13,Fugees,Fu Gee La,
15-907,14,Coolio,"1, 2, 3, 4 (Sumpin' New)",
15-979,1,Hootie & the Blowfish,Old Man & Me,
15-979,2,Stone Temple Pilots,Big Bang Baby,
15-979,3,Gin Blossoms,Day Job,
15-979,4,Gloria Estefan,Reach,
15-979,5,SWV,You're The One,
15-979,6,Michael Jackson,They Don't Care About Us (Brazil-Short Version),
15-979,7,Nonchalant,5 O'clock,
15-979,8,LL Cool J,Doin'it,
15-979,9,Tracy Chapman,Give Me One Reason,
15-979,10,Van Halen,Humans Being,
15-979,11,Spacehog,In The Meantime,
15-979,12,Sting,You Still Touch Me,
15-979,13,'Weird Al' Yankovic,Amish Paradise,
15-979,14,Michael Jackson,They Don't Care About Us (Prison Version),
03-091,1,George Michael,Fast Love (MTV Version),
03-091,2,Adam Clayton & Larry Mullen Jr.,"Theme From ""Mission: Impossible""",
03-091,3,Bryan Adams,The Only Thing That Looks Good On Me Is You,
03-091,4,Alanis Morissette,You Learn,
03-091,5,Tina Arena,Chains,
03-091,6,Toni Braxton,You're Makin' Me High,
03-091,7,Bone Thugs-N-Harmony,Tha Crossroads,
03-091,8,Color Me Badd,"The Earth, The Sun And The Rain",
03-091,9,MC Lyte featuring X-scape,Keep On Keepin' On,
03-091,10,Quad City DJ's,C'mon N'ride It (The Train),
03-091,11,'Weird Al' Yankovic,Gump,
03-091,12,Def Leppard,Work It Out,
03-091,13,Everclear,Heartspark Dollarsign,
03-091,14,Jars Of Clay,Flood,
03-091,15,Case feat. Foxy Brown & Mary J. Blige,Touch Me Tease Me,
05-061,1,Hootie & the Blowfish,Tucker's Town,
05-061,2,Mariah Carey,Forever (Live),
05-061,3,Total,Kissin' You,
05-061,4,Keith Sweat,Twisted,
05-061,5,2 Pac featuring KC & Jojo,How Do You Want It,
05-061,6,Montell Jordan,I Like,
05-061,7,Jewel,Who Will Save Your Soul,
05-061,8,Joan Osborne,St. Teresa,
05-061,9,Metallica,Until It Sleeps,
05-061,10,The Smashing Pumpkins,"Tonight, Tonight",
05-061,11,Natalie Merchant,Jealousy,
05-061,12,Eric Clapton,Change The World,
05-061,13,'Weird Al' Yankovic,Spy Hard (Org. Version),
05-061,14,The Fugees,Killing Me Softly (Version ?),
05-162,1,Alanis Morissette,You Learn (Live),
05-162,2,Beck,Where It's At,
05-162,3,Tom Petty and the Heartbreakers,Walls,
05-162,4,Garbage,Stupid Girl,
05-162,5,Melissa Etheridge,Nowhere To Go,
05-162,6,Whitney Houston,Why Does It Hurt So Bad (Live),
05-162,7,Maxi Priest & Shaggy,That Girl,
05-162,8,Robert Miles,Children (Version 2),
05-162,9,LL Cool J,Loungin' (Remix),
05-162,10,All-4-One,Someday,
05-162,11,Monica,Why I Love You So Much,
05-162,12,Vanessa Williams,Where Do We Go From Here,
05-162,13,LeAnn Rimes,Blue,
05-162,14,Shania Twain,No One Needs To Know,
05-246,1,Donna Lewis,I Love You Always Forever,
05-246,2,T - Boz,Touch Myself,
05-246,3,"Brandy, Tamia, Chaka Khan & Gladys Nig",Missing You,
05-246,4,SMV,Use Your Heart,
05-246,5,Céline Dion,It's All Coming Back To Me Now (Short Version),
05-246,6,Tina Turner,Missing You,
05-246,7,R.E.M.,E-Bow The Letter,
05-246,8,Beck,Where It's At,
05-246,9,Stone Temple Pilots,Trippin' On A Hole In A Paper Heart,
05-246,10,John Mellencamp,Key West Intermezzo,
05-246,11,Bryan Adams,Let's Make It A Night To Remember,
05-246,12,Kiss,Shout It Out Loud (Live),
05-246,13,Amanda Marshall,This Could Take All Night,
05-246,14,Monica featuring Treach,Ain't Nobody,
05-936,1,Sheryl Crow,If It Makes You Happy,
05-936,2,Alanis Morissette,Head Over Feet,
05-936,3,Oasis,Don't Look Back In Anger,
05-936,4,Republica,Ready To Go (Version 2),
05-936,5,Aaliyah,If Your  Girl Only Knew,
05-936,6,Fugees,Ready Or Not,
05-936,7,SWV,It's All About U,
05-936,8,The Braxtons,So Many Ways,
05-936,9,Tracy Bonham,The One,
05-936,10,Metallica,Hero Of The Day,
05-936,11,Sublime,What I Got,
05-936,12,Dave Matthews Band,So Much To Say,
05-936,13,311,Down,
05-936,14,The Smashing Pumpkins,"Tonight, Tonight",
09-052,1,Phil Collins,Dance Into The Light,
09-052,2,R.E.M.,Bittersweet Me,
09-052,3,Counting Crows,Angels Of The Silenes,
09-052,4,Nirvana,Aneurysm (Live),
09-052,5,Hootie & the Blowfish,Sad Caper,
09-052,6,No Doubt,Don't Speak,
09-052,7,Madonna,You Must Love Me,
09-052,8,Babyface feat. LL Coll J & Shalamar,This Is For The Lover In You,
09-052,9,Montell Jordan with Flesh-n-Bone,Falling,
09-052,10,No Mercy,Where Do You Go,
09-052,11,Da Brat,Sittin' On The Top Of The World,
09-052,12,New Edition,I'm Still In Love With You,
09-052,13,The Wonders,That Thing You Do,
09-052,14,Elton John,You Can Make History (Young Again),
09-052,15,Hank Williams Jr.,Are You Ready For Some Football,
09-117,1,Sheryl Crow,Everyday Is A Winding Road,
09-117,2,Counting Crows,A Long December,
09-117,3,Seal,Fly Like An Eagle,
09-117,4,Merril Bainbridge,Mouth (Remix),
09-117,5,En Vogue,Don't Let Go (Love),
09-117,6,Wild Orchid,At Night I Pray,
09-117,7,The Braids,Bohemian Rhapsody,
09-117,8,Keith Sweat,Nobody,
09-117,9,Nas,Street Dreams,
09-117,10,Blackstreet,No Diggity,
09-117,11,Ginuwine,Pony,
09-117,12,DC Talk,Between You And Me,
09-117,13,Red Hot Chili Peppers,Love Rollercoaster,
09-173,1,Gloria Estefan,I'm Not Giving You Up,
09-173,2,Whitney Houston,I Believe In You And Me,
09-173,3,Donna Lewis,Without Love,
09-173,4,R. Kelly,I Believe I Can Fly,
09-173,5,Babyface,Everytime I Close My Eyes,
09-173,6,Chaka Khan & Me'Shell Ndege'ocello,Never Miss The Water,
09-173,7,702,Steelo,
09-173,8,Barbra Streisand & Bryan Adams,I Finally Found Someone,
09-173,9,John Mellencamp,Just Another Day,
09-173,10,Rod Stewart,If We Fall In Love Tonight,
09-173,11,The Rutles,Shangri-La,
09-173,12,The Cranberries,When You're Gone,
09-173,13,The Artist (Formerly Known As Prince),Betcha By Golly Wow!,
09-173,14,Donell Jones,Knocks Me Off My Feet,
09-245,1,No Doubt,Excuse Me Mister,
09-245,2,R.E.M.,Electrolite,
09-245,3,Bush,Greedy Fly,
09-245,4,The Wallflowers,One Headlight,
09-245,5,Madonna,Don't Cry For Me Argentina,
09-245,6,Duncan Sheik,Barely Breathing,
09-245,7,Erykah Badu,On & On,
09-245,8,Dru Hill,In My Bed,
09-245,9,Sabelle,One O'clock,
09-245,10,Gloria Estefan,I'm Not Giving You Up (Remix),
09-245,11,Phil Collins,In Your Eyes,
09-245,12,Stone Temple Pilots,Lady Picture Show,
09-245,13,Live,Lakini's Juice,
09-302,1,Wild Orchid,Talk To Me (Remix),
09-302,2,No Mercy,Please Don't Go,
09-302,3,Nuyorican Soul featuring India,Runaway,
09-302,4,Spice Girls,Wannabe,
09-302,5,Az Yet,Hard To Say I'm Sorry,
09-302,6,U2,Discothèque,
09-302,7,The Prodigy,Firestarter,
09-302,8,Nine Inch Nails,The Perfect Drug,
09-302,9,Metallica,King Nothing,
09-302,10,Sublime,Santeria,
09-302,11,The Offspring,All I Want,
09-302,12,Depeche Mode,Barrel Of A Gun,
09-302,13,The Cardigans,Lovefool,
09-302,14,Puff Daddy feat. Mase,Can't Nobody Hold Me Down,
09-389,1,Aerosmith,Falling In Love (Is Hard On The Knees),
09-389,2,Beck,The New Pollution,
09-389,3,White Town,Your Woman,
09-389,4,Savage Garden,I Want You,
09-389,5,Spice Girls,Say You'll Be There,
09-389,6,Whitney Houston,Step By Step,
09-389,7,Keith Sweat,Just A Touch,
09-389,8,Mark Morrison,Return Of The Mack,
09-389,9,Warren G,I Shot The Sheriff,
09-389,10,The Blackout Allstars,I Like It,
09-389,11,Crystal Waters,Say.. If You Feel Alright,
09-389,12,Céline Dion,All By Myself (Live),
09-389,13,112,Cupid,
09-389,14,Foxy Brown,I'll Be,
09-389,15,Jon Secada,Too Late Too Soon,
09-425,1,U2,Staring At The Sun,
09-425,2,George Michael,Star People (Live),
09-425,3,Live,Freaks,
09-425,4,The Cardigans,Been It,
09-425,5,Orbital,The Saint (Version ?),
09-425,6,Toni Braxton,I Don't Want To,
09-425,7,Kenny G.,Havana,
09-425,8,Selena,Last Dance (Disco Medley),
09-425,9,Cyndi Lauper,You Don't Know,
09-425,10,Morcheeba,Tape Loop (Short Cheeba Mix),
09-425,11,The Brand New Heavies,Sometimes,
09-425,12,The Notorious B.I.G.,Hypnotize (Clean),
09-425,13,Funky Green Dogs,Fired Up,
09-499,1,Meredith Brooks,Bitch,
09-499,2,No Doubt,Sunday Morning,
09-499,3,Hanson,Mmm Bob,
09-499,4,Paul McCartney,The World Tonight,
09-499,5,Blessid Union of Souls,Id,
09-499,6,Blessid Union of Souls,I Wanna Be There,
09-499,7,Michael Jackson,Blood On The Dancefloor,
09-499,8,Robyn,Do You Know,
09-499,9,Puff Daddy & Faith Evans,I'll Be Missing You,
09-499,10,Rome,I Belong To You,
09-499,11,Tony! Toni! Toné!,Thinking Of You,
09-499,12,Freak Nasty,Da'dip,
09-499,13,En Vogue,Whatever,
09-499,14,Richard Marx,Id,
09-499,15,Richard Marx,Until I Found You Again,
09-499,16,Tim McGraw w/Faith Evans,It's Your Love,
13598,1,The Smashing Pumpkins,The End Is The Beginning Is The End,
13598,2,The Wallflowers,The Difference,
13598,3,Foo Fighters,Monkey Wrench,
13598,4,Faith No More,Last Cup Of Sorrow,
13598,5,Sublime,Wrong Way,
13598,6,Sheryl Crow,A Change Would Do You Good,
13598,7,Steve Winwood,Spy In The House,
13598,8,Bone Thugs-N-Harmony,Look Into My Eyes,
13598,9,Will Smith,Men In Black,
13598,10,God's Property,Stomp,
13598,11,Mary J. Blige,I Can Love You,
13598,12,Babyface feat. Stevie Wonder,"How Come, How Long",
13598,13,The Artist,Face Down,
13598,14,Aaliyah,4 Page Letter,
13962,1,Wild Orchid,Supernatural (W/Out Rap),
13962,2,Mariah Carey,Honey,
13962,3,Robyn,Show Me Love,
13962,4,Diana King,Say A Little Prayer (Remix W/Out Footage),
13962,5,Savage Garden,To The Moon And Back (Version 1),
13962,6,Sarah McLachlan,Building A Mystery,
13962,7,The Pretenders,Goodbye,
13962,8,Fleetwood Mac,Silver Springs (Live),
13962,9,Hanson,Where's The Love?,
13962,10,Rampage featuring Billy Lawrence,Take It To The Streets,
13962,11,SWV featuring Puff Daddy,Someone,
13962,12,702,All I Want,
13962,13,The Notorious B.I.G.,"Mo Money, Mo Problems",
13962B,1,Wild Orchid,Supernatural,
13962B,2,Mariah Carey,Honey,
13962B,3,Robyn,Show Me Love,
13962B,4,Diana King,Say A Little Prayer (Remix),
13962B,5,Savage Garden,To The Moon And Back,
13962B,6,Sarah McLachlan,Building A Mystery,
13962B,7,The Pretenders,Goodbye,
13962B,8,Fleetwood Mac,Silver Springs (Live),
13962B,9,Hanson,Where's The Love,
13962B,10,Rampage featuring Billy Lawrence,Take It To The Streets,
13962B,11,SMV featuring Puff Daddy,Someone,
13962B,12,702,All I Want,
13962B,13,The Notorious B.I.G.,"Mo' Money, Mo' Problems",
09-182,1,Rod Stewart,D'ya Think I'm Sexy? (Live),
09-182,2,Michael Jackson,Rock With You,
09-182,3,Gloria Gaynor,I Will Survive,
09-182,4,Blondie,Rapture,
09-182,5,Kool & the Gang,Celebration (Live),
09-182,6,Olivia Newton-John,Physical,
09-182,7,M,Pop Musik,
09-182,8,Michael Jackson,Don't Stop 'Til You Get Enough,
09-182,9,Blondie,Heart Of Glass,
09-182,10,Village People,Y.M.C.A (Live),
09-182,11,The Brothers Johnson,Strawberry Letter 23 (Live),
09-182,12,Village People,Macho Man,
09-182,13,Sylvester,You Make Me Feel (Mighty Real),
09-182,14,Rick James,Give It To Me Baby,
09-182,15,Bee Gees,How Deep Is Your Love?,
09-182,16,Village People,In The Navy,
09-182,17,La Belle,Lady Marmalade (Live),
09-182,18,Runaways,Saturday Night Special (Live),
09-182,19,Tourists,I Only Want To Be With You,
09-182,20,Chaka Khan,I'm Every Woman,
09-182,21,Rose Royce,Love Don't Live Here Anymore (Live),
09-182,22,Juice Newton,Angel In The Morning,
09-182,23,Sheena Easton,Strut,
09-182,24,Miquel Brown,"So Many Men, So Little Time",
09-182,25,Eartha Kitt,Where Is My Man,
09-182,26,Jackson 5,Rockin' Robin (Live),
09-182,27,Blondie,The Hardest Part,
09-182,28,Joan Jett & the Blackhearts,I Love Rock'n'roll,
09-182,29,The Pointer Sisters,Jump (For My Love),
09-182,30,Michael McDonald,I Keep Forgettin' (Every Time You're Near),
09-391,1,Jermaine Jackson,Let's Get Serious,
09-391,2,Shalamar,A Night To Remember,
09-391,3,ABBA,Dancing Queen,
09-391,4,Donna Summer,Last Dance (Live),
09-391,5,Rick James,Super Freak,
09-391,6,"Earth, Wind & Fire",Let's Groove,
09-391,7,Prince,I Wanna Be Your Lover,
09-391,8,Rose Royce,Car Wash,
09-391,9,A Taste of Honey,Boogie Oogie Oogie,
09-391,10,Amii Stewart,Knock On Wood,
09-391,11,ABBA,"Knowing Me, Knowing You",
09-391,12,Yvonne Elliman,If I Can't Have You,
09-391,13,Donna Summer,I Feel Love,
09-391,14,Sister Sledge,We Are Family,
09-391,15,Boney M,Boney M Megamix,
09-391,16,War,Why Can't We Be Friends,
09-391,17,Shocking Blue,Venus,
09-391,18,Steve Miller Band,The Joker,
09-391,19,Wild Cherry,Play That Funky Music,
09-391,20,Electric Light Orchestra,Mr. Blue,
09-391,21,Stevie Wonder,Living For The City,
09-391,22,Frida,Something Going On,
09-391,23,Bee Gees,Nights On Broadway,
09-391,24,Andy Gibb,Shadow Dancing,
09-391,25,Marvin Gaye,Sexual Healing,
09-391,26,Donna Summer,Love To Love You Baby,
09-391,27,Lipps Inc.,Funkytown,
09-391,28,Thelma Houston,Don't Leave Me This Way,
09-391,29,Heatwave,Grooveline,
09-391,30,Shirley & Co.,"Shame, Shame, Shame",
PLP-S1-04-93,1,10'000 Maniacs,Candy Everybody Wants,
PLP-S1-04-93,2,Whitney Houston,I'm Every Woman,
PLP-S1-04-93,3,Rappination w/ Kim Mazelle,Love Me The Right Way,
PLP-S1-04-93,4,Snap!,Exterminate!,
PLP-S1-04-93,5,Orbital,Halcyon,
PLP-S1-04-93,6,Arrested Development,Mr. Wendal,
PLP-S1-04-93,7,AB Logic,Get Up (Move Boy Move),
PLP-S1-04-93,8,RuPaul,Supermodel (You Better Work),
PLP-S1-04-93,9,S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,
PLP-S1-04-93,10,Digable Planets,Rebirth Of Slick,
PLP-S1-04-93,11,Lisa Stansfield,Someday,
PLP-S1-04-93,12,Madonna,Bad Girl,
PLP-S2-04-93,1,Mood Swings,Spiritual High,
PLP-S2-04-93,2,Sunscreem,Love U More,
PLP-S2-04-93,3,Prince & The New Power Generation,7,
PLP-S2-04-93,4,Peter Gabriel,Steam,
PLP-S2-04-93,5,The Orb,Blue Room,
PLP-S2-04-93,6,En Vogue,"Give It Up, Turn It Loose",
PLP-S2-04-93,7,Young Black Teenagers,Tap The Bottle,
PLP-S2-04-93,8,Madonna,Deeper And Deeper,
PLP-S2-04-93,9,Boy George,The Crying Game,
PLP-S2-04-93,10,Franke,Understand This Groove,
PLP-S2-04-93,11,Gary Clail,Who Pays The Piper,
PLP-S2-04-93,12,Stereo MC's,Step It Up,
PLP-S2-04-93,13,Finitribe,Forevergreen,
PLP-S3-04-93,1,Céline Dion,Love Can Move Mountains,
PLP-S3-04-93,2,Sunscreem,Perfect Motion,
PLP-S3-04-93,3,INXS,Beautiful Girl,
PLP-S3-04-93,4,Annie Lennox,Little Bird,
PLP-S3-04-93,5,Yello,Rubberbandman,
PLP-S3-04-93,6,Sade,Kiss Of Life,
PLP-S3-04-93,7,Concrete Blonde,Everybody Knows,
PLP-S3-04-93,8,Vanessa Paradis,Be My Baby,
PLP-S3-04-93,9,Bizarre Inc. feat. Angie Brown,I'm Gonna Get You,
PLP-S3-04-93,10,Cola Boy,7 Ways To Love,
PLP-S3-04-93,11,Black Box,Open Your Eyes,
PLP-S3-04-93,12,Electronic,Disappointed,
PLP-S3-04-93,13,Meat Beat Mannifesto,Mindstream,
PLP-S3-04-93,14,Kenny G,Forever In Love,
PLP-S3-04-93,15,Chante Moore,Love's Taken Over,
20-769,1,Luscious Jackson,Here,
20-769,2,Bee Gees,Stayin' Alive,
20-769,3,Elastica,Stutter (Live),
20-769,4,Sister Sledge,We Are Family,
20-769,5,Matthew Sweet,We're The Same,
20-769,6,Little Eva,The Locomotion,
20-769,7,Urge Overkill,"Girl, You'll Be A Woman Soon",
20-769,8,Donna Summer,Donna Summer Medley,
20-769,9,Backbeat,Money,
20-769,10,The Beatles,I Want To Hold Your Hand,
20-769,11,The Doors,Break On Through,
20-769,12,ABBA,Dancing Queen,
20-769,13,Awake,Letters To Cleo,
20-769,14,Nancy Sinatra,These Boots Are Made For Walkin' (Live),
20-769,15,The Byrds,Turn Turn Turn,
20-769,16,Village People,Y.M.C.A. (Live),
20-769,17,Gin Blossoms,Til I Hear From You,
15-733,1,Manheim Steamroller,Little Drummer Boy,3:37
15-733,2,Bing Crosby,White Christmas,2:39
15-733,3,Traditional Arrangement,Deck The Halls,1:45
15-733,4,Hall & Oates,Jingle Bell Rock,2:08
15-733,5,Manheim Steamroller,Silent Night,5:13
15-733,6,Crystal Gayle,Have Yourself A Merry Little Christmas,3:49
15-733,7,Bowie & Crosby,Little Drummer Boy,4:25
15-733,8,The Judds,Away In The Manger,2:19
15-733,9,Kenny Rogers & Dolly Parton,The Greatest Gift Of All,3:41
15-733,10,The Carpenters,Ave Maria,3:01
15-733,11,Manheim Steamroller,Deck The Halls,3:54
15-733,12,Deborah Allen,Rockin' Little Christmas,3:26
15-733,13,Band Aid,Do They Know It's Christmas,3:49
15-733,14,Kenny Rogers & Dolly Parton,Christmas Without You,6:14
15-733,15,Ray Stevens,Santa Claus Is Watching You,3:07
15-733,16,Statler Brothers,Christmas Eve,3:12
PLP-C 9-03-95,1,Aaron Tippin,She Feels Like A Brand New Man Tonight,
PLP-C 9-03-95,2,David Ball,Look What Followed Me Home,
PLP-C 9-03-95,3,Billy Ray Cyrus,Deja Blue,
PLP-C 9-03-95,4,Jeff Carson,Yeah Buddy,
PLP-C 9-03-95,5,Tracy Lawrence,As Any Fool Can See,
PLP-C 9-03-95,6,Mark Chesnutt,Gonna Get A Life,
PLP-C 9-03-95,7,Tanya Tucker,Between The Two Of Them,
PLP-C 9-03-95,8,Radney Foster,Willin To Walk,
PLP-C 9-03-95,9,Doug Stone,Faith In Me Faith In You,
PLP-C 9-03-95,10,Ty Herndon,What Mattered Most,
PLP-C 9-03-95,11,Martina McBride,Where I Used To Have My Hearth,
PLP-C 9-03-95,12,Rick Trevino,Looking For The Light,
PLP-C 9-03-95,13,Joe Diffie,So Help Me Girl,
PLP-C 9-03-95,14,Woody Lee,Get Over It,
PLP-C 9-03-95,15,David Lee Murphy,Party Crowd,
PLP-C 9-03-95,16,Wylie & The Wild West Show,Hey Maria,
PLP-C 9-03-95,17,Alison Krauss & Union Station,When You Say Nothing At All,
PLP-A21-02-94,1,Aretha Franklin,A Deeper Love,
PLP-A21-02-94,2,Rozalla,I Love Music (Remix),
PLP-A21-02-94,3,Pet Shop Boys,I Wouldn't Normally,
PLP-A21-02-94,4,INXS feat. Ray Charles,Please (You Got That),
PLP-A21-02-94,5,New Order,Spooky,
PLP-A21-02-94,6,Culture Beat,Got To Get It,
PLP-A21-02-94,7,M People,Moving On Up,
PLP-A21-02-94,8,Chantay Savage,Betcha'll Never Find,
PLP-A21-02-94,9,Zhané,Groove Thang,
PLP-A21-02-94,10,Stay,Eternal,
PLP-A21-02-94,11,Elton John & RuPaul,Don't Go Breaking My Heart (Extended Version),
PLP-A21-02-94,12,East 17,House Of Love (Remix),
PLP-A21-02-94,13,Tashan,Love Is Forever,
[box-placeholder-1],1,Jennifer Lopez,Waiting For Tonight,
[box-placeholder-1],2,702,You Don'T Know,
[box-placeholder-1],3,Tin Tin Out/Emma Burton,What I Am,
[box-placeholder-1],4,Destiny's Child,Bug A Boo,
[box-placeholder-1],5,Geri Halliwell,Lift Me Up,
[box-placeholder-1],6,Liam Gallagher/Steve Craddock,Carnation,
[box-placeholder-1],7,Wyclef & Bono,New Day,
[box-placeholder-1],8,Backstreet Boys,Larger Than Life,
[box-placeholder-1],9,A1,Everytime,
[box-placeholder-1],10,One Phat Deeva,In And Out Of My Life,
[box-placeholder-1],11,Five,Keep On Movin',
[box-placeholder-1],12,Diana Ross,Not Over You Yet,
[box-placeholder-1],13,Simply Red,Ain'T That A Lot Of Love,
[box-placeholder-1],14,B*Witched,Jesse Hold On,
[box-placeholder-1],15,Travis,Turn,
[box-placeholder-1],16,Cacatonia,Karaoke Queen,
[box-placeholder-1],17,Apollo Four Forty,Hart Go Boom,
[box-placeholder-1],18,Foo Fighters,Learn To Fly,
[box-placeholder-1],19,Jungle Brothers,Get Down,
[box-placeholder-1],20,Another Level,Bomb Diggy,
[box-placeholder-1],21,The Lightning Seeds,Life'S To Short,
[box-placeholder-1],22,Mariah Carey + Guests,Heartbreaker Remix,
[box-placeholder-1],23,Stereophonics,Hurry Up And Wait,
[box-placeholder-1],24,Lolly,Big Boys Don'T Cry,
